Destino,Origem,Intermerdiario,Final,Distancia,Emissão de CO2
Minas Gerais,Aeroporto Internacional Ninoy Aquino,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,19021,409.81609090909086
Minas Gerais,Aeroporto de Barcelona-El Prat (Espanha),Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,8208,176.8450909090909
Minas Gerais,Aeroporto Internacional de Narita (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Belo Horizonte,18188,391.8687272727273
Minas Gerais,Aeroporto de Helsinque,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,10779,232.23845454545454
Minas Gerais,Aeroporto Francisco Sá Carneiro (Porto),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,7660,165.0381818181818
Minas Gerais,Aeroporto Internacional de Viena,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9574,206.2761818181818
Minas Gerais,Aeroporto Internacional de Haneda (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Belo Horizonte,18219,392.5366363636364
Minas Gerais,Aeroporto Internacional Don Mueang,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,16877,363.62263636363633
Minas Gerais,Aeroporto de Zurique,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9052,195.02945454545457
Minas Gerais,Aeroporto de Toulouse-Blagnac (França),Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,8354,179.99072727272727
Minas Gerais,Aeroporto de Dublin,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,8844,190.548
Minas Gerais,Aeroporto Internacional de Penang (Penang),Aeroporto Internacional do Recife,Aeroporto Internacional de Belo Horizonte,16633,358.3655454545455
Minas Gerais,Aeroporto de Frankfurt,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,9297,200.3080909090909
Minas Gerais,Aeroporto Internacional de Tan Son Nhat,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,17565,378.44590909090914
